age,sex,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
49,Female,1.613,Mitt Romney,1,4,5,2,50,60,Republican,60,50,1,Republican,Winner,2012
41,Female,2.604,Rick Santorum,1,6,5,2,25,65,Republican,65,25,1,Republican,Loser,2012
74,Female,1.282,Didn't Vote,0,4,4,4,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
83,Female,2.088,Didn't Vote,0,5,5,3,60,70,Independent,NA,NA,0,NA,Didn't Vote,2012
75,Male,3.95,Didn't Vote,0,2,7,4,70,0,Independent,NA,NA,0,NA,Didn't Vote,2012
69,Male,2.535,Barack Obama,1,2,7,3,85,0,Democrat,85,0,1,Democrat,Winner,2012
85,Female,1.714,Didn't Vote,0,2,7,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
60,Female,2.715,Mitt Romney,1,6,5,3,40,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
83,Female,0.84,Mitt Romney,1,3,5,3,40,70,No Preference,NA,NA,1,Republican,Voted in Other Party Primary,2012
23,Female,0.466,Didn't Vote,0,4,3,6,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
45,Female,0.83,Didn't Vote,0,4,4,5,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
83,Female,1.355,Someone Else,1,4,6,2,50,50,Independent,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2012
19,Male,0.766,Didn't Vote,0,3,3,5,40,50,Republican,50,40,0,NA,Didn't Vote,2012
40,Male,2.254,Didn't Vote,0,4,1,7,60,15,Democrat,60,15,0,NA,Didn't Vote,2012
22,Male,1.057,Barack Obama,1,2,7,3,70,30,Democrat,70,30,1,Democrat,Winner,2012
53,Female,2.737,Didn't Vote,0,5,6,2,60,70,Republican,70,60,0,NA,Didn't Vote,2012
56,Female,1.528,Ron Paul,1,-2,4,-8,30,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
56,Male,0.7,Didn't Vote,0,2,7,2,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
47,Male,0.744,Didn't Vote,0,4,7,3,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
65,Male,2.533,Barack Obama,1,2,7,2,70,0,Democrat,70,0,1,Democrat,Winner,2012
72,Male,1.979,Didn't Vote,0,4,1,3,70,15,Other,NA,NA,0,NA,Didn't Vote,2012
32,Male,0.801,Didn't Vote,0,4,5,3,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
35,Female,0.989,Didn't Vote,0,5,6,2,40,85,Republican,85,40,0,NA,Didn't Vote,2012
62,Female,2.34,Barack Obama,1,4,-9,-9,70,60,Democrat,70,60,1,Democrat,Winner,2012
63,Male,1.672,Mitt Romney,1,6,5,2,40,85,Republican,85,40,1,Republican,Winner,2012
76,Male,0.801,Didn't Vote,0,4,4,3,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
54,Female,1.677,Didn't Vote,0,4,4,4,50,60,Republican,60,50,0,NA,Didn't Vote,2012
53,Male,2.418,Mitt Romney,1,4,3,6,60,70,Republican,70,60,1,Republican,Winner,2012
46,Female,0.536,Didn't Vote,0,6,6,2,60,70,Republican,70,60,0,NA,Didn't Vote,2012
62,Male,2.104,Didn't Vote,0,-2,3,3,60,50,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Female,1.421,Didn't Vote,0,4,3,4,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
51,Female,1.089,Didn't Vote,0,3,5,4,70,70,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,1.42,Didn't Vote,0,5,6,2,50,50,Republican,50,50,0,NA,Didn't Vote,2012
61,Male,1.374,Mitt Romney,1,6,6,1,15,60,Republican,60,15,1,Republican,Winner,2012
50,Male,1.904,Didn't Vote,0,3,4,3,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
37,Female,1.369,Didn't Vote,0,6,5,2,15,70,Republican,70,15,0,NA,Didn't Vote,2012
40,Male,0.572,Didn't Vote,0,-2,-8,-8,30,30,Independent,NA,NA,0,NA,Didn't Vote,2012
32,Female,0.3,Didn't Vote,0,-2,-8,-8,50,50,NA,NA,NA,0,NA,NA,2012
62,Male,1.667,Didn't Vote,0,4,6,1,40,70,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Female,3.07,Didn't Vote,0,2,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
52,Male,0.623,Didn't Vote,0,4,2,4,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
61,Female,1.072,Didn't Vote,0,4,6,4,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
54,Male,1.964,Didn't Vote,0,2,4,2,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
65,Male,0.487,Didn't Vote,0,4,5,5,60,50,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,1.229,Didn't Vote,0,4,6,1,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
31,Female,0.24,Didn't Vote,0,-2,-8,4,85,60,Democrat,85,60,0,NA,Didn't Vote,2012
66,Female,0.15,Didn't Vote,0,-2,3,3,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
61,Female,0.187,Mitt Romney,1,6,6,1,15,85,Republican,85,15,1,Republican,Winner,2012
53,Male,2.005,Didn't Vote,0,-2,5,4,70,70,Independent,NA,NA,0,NA,Didn't Vote,2012
52,Female,0.467,Barack Obama,1,-2,1,5,85,15,Democrat,85,15,1,Democrat,Winner,2012
19,Female,0.348,Didn't Vote,0,-2,4,4,85,60,Independent,NA,NA,0,NA,Didn't Vote,2012
27,Male,0.284,Didn't Vote,0,5,4,2,50,70,Independent,NA,NA,0,NA,Didn't Vote,2012
68,Male,0.546,Didn't Vote,0,6,3,5,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
22,Female,0.667,Didn't Vote,0,-2,6,2,15,0,Democrat,15,0,0,NA,Didn't Vote,2012
30,Male,0.689,Didn't Vote,0,5,4,1,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
53,Male,1.264,Didn't Vote,0,5,2,6,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
23,Female,0.939,Didn't Vote,0,7,6,2,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Female,0.79,Didn't Vote,0,4,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
59,Female,1.073,Didn't Vote,0,-2,1,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
73,Female,1.957,Barack Obama,1,5,6,3,70,40,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
90,Female,0.681,Didn't Vote,0,2,6,3,-8,50,Democrat,-8,50,0,NA,Didn't Vote,2012
64,Male,2.08,Didn't Vote,0,4,4,4,75,65,Democrat,75,65,0,NA,Didn't Vote,2012
61,Female,2.327,Barack Obama,1,3,5,5,70,60,Democrat,70,60,1,Democrat,Winner,2012
40,Female,1.487,Didn't Vote,0,4,4,-8,0,100,Republican,100,0,0,NA,Didn't Vote,2012
47,Female,4.917,Didn't Vote,0,5,7,1,70,100,Republican,100,70,0,NA,Didn't Vote,2012
41,Male,1.294,Didn't Vote,0,3,3,5,70,100,Republican,100,70,0,NA,Didn't Vote,2012
65,Male,1.751,Didn't Vote,0,-8,-8,-8,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
42,Male,1.984,Didn't Vote,0,5,4,6,85,60,Democrat,85,60,0,NA,Didn't Vote,2012
46,Male,0.856,Didn't Vote,0,2,6,4,40,50,Democrat,40,50,0,NA,Didn't Vote,2012
41,Male,2.337,Didn't Vote,0,4,6,2,60,70,Independent,NA,NA,0,NA,Didn't Vote,2012
62,Male,1.345,Didn't Vote,0,5,1,4,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
55,Female,0.414,Didn't Vote,0,-2,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
87,Male,1.499,Didn't Vote,0,4,5,2,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
61,Female,2.075,Didn't Vote,0,7,5,2,50,50,Republican,50,50,0,NA,Didn't Vote,2012
22,Female,0.621,Didn't Vote,0,5,6,2,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
19,Male,3.182,Didn't Vote,0,-2,5,4,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
30,Male,1.901,Barack Obama,1,2,6,3,60,30,Democrat,60,30,1,Democrat,Winner,2012
42,Male,3.509,Didn't Vote,0,3,7,2,60,25,Independent,NA,NA,0,NA,Didn't Vote,2012
23,Female,0.819,Didn't Vote,0,2,6,4,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
65,Female,1.195,Didn't Vote,0,4,7,2,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Male,1.773,Didn't Vote,0,4,6,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Male,2.045,Barack Obama,1,1,6,3,80,10,Democrat,80,10,1,Democrat,Winner,2012
58,Female,2.311,Didn't Vote,0,4,6,2,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,1.59,Someone Else,1,2,6,4,60,30,Independent,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2012
32,Male,2.868,Didn't Vote,0,3,6,2,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
68,Female,2.761,Mitt Romney,1,5,6,1,40,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
54,Female,2.502,Didn't Vote,0,-2,7,4,85,0,Independent,NA,NA,0,NA,Didn't Vote,2012
69,Female,1.975,Mitt Romney,1,6,6,2,15,85,Republican,85,15,1,Republican,Winner,2012
59,Female,1.025,Barack Obama,1,2,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
52,Male,1.015,Didn't Vote,0,4,7,1,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
37,Female,1.706,Barack Obama,1,-2,6,3,85,30,Democrat,85,30,1,Democrat,Winner,2012
67,Female,1.744,Mitt Romney,1,5,6,2,30,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
55,Male,1.101,Didn't Vote,0,5,7,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
56,Female,0.46,Barack Obama,1,-2,7,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
41,Male,0.891,Didn't Vote,0,-2,2,4,100,100,Independent,NA,NA,0,NA,Didn't Vote,2012
36,Female,0.778,Didn't Vote,0,3,6,3,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
42,Male,1.134,Didn't Vote,0,3,7,2,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
50,Female,0.95,Didn't Vote,0,3,6,3,40,30,Other,NA,NA,0,NA,Didn't Vote,2012
24,Male,1.318,Didn't Vote,0,-2,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
44,Female,2.184,Rick Santorum,1,7,6,1,0,70,Republican,70,0,1,Republican,Loser,2012
35,Male,0.443,Didn't Vote,0,4,3,5,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
53,Female,0.162,Didn't Vote,0,4,4,7,100,70,Democrat,100,70,0,NA,Didn't Vote,2012
35,Female,1.007,Didn't Vote,0,4,6,2,70,50,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Female,0.217,Didn't Vote,0,-2,5,6,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
59,Male,0.154,Barack Obama,1,-2,1,6,85,0,Democrat,85,0,1,Democrat,Winner,2012
70,Female,0.206,Didn't Vote,0,4,-8,3,70,0,Independent,NA,NA,0,NA,Didn't Vote,2012
48,Female,0.237,Barack Obama,1,-2,7,-8,100,0,Democrat,100,0,1,Democrat,Winner,2012
65,Female,0.521,Barack Obama,1,4,7,2,85,0,Democrat,85,0,1,Democrat,Winner,2012
44,Female,0.251,Didn't Vote,0,4,-8,-8,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
44,Female,1.042,Didn't Vote,0,5,6,2,50,60,Republican,60,50,0,NA,Didn't Vote,2012
75,Male,0.809,Didn't Vote,0,-9,-9,-9,85,40,Independent,NA,NA,0,NA,Didn't Vote,2012
56,Male,1.94,Ron Paul,1,4,3,2,40,85,Republican,85,40,1,Republican,Loser,2012
25,Female,2.118,Didn't Vote,0,-2,1,4,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
70,Female,0.443,Didn't Vote,0,-8,6,-8,40,40,No Preference,NA,NA,0,NA,Didn't Vote,2012
65,Female,1.466,Didn't Vote,0,3,7,2,80,10,Democrat,80,10,0,NA,Didn't Vote,2012
80,Male,1.137,Mitt Romney,1,6,5,3,60,85,Republican,85,60,1,Republican,Winner,2012
41,Male,1.235,Didn't Vote,0,5,5,3,30,40,Independent,NA,NA,0,NA,Didn't Vote,2012
21,Male,1.693,Didn't Vote,0,6,6,2,0,85,Republican,85,0,0,NA,Didn't Vote,2012
39,Male,1.245,Didn't Vote,0,6,5,2,0,70,Republican,70,0,0,NA,Didn't Vote,2012
53,Female,1.561,Rick Santorum,1,7,4,2,60,70,Republican,70,60,1,Republican,Loser,2012
53,Male,2.203,Didn't Vote,0,4,6,2,50,0,Independent,NA,NA,0,NA,Didn't Vote,2012
40,Male,1.618,Didn't Vote,0,5,6,2,50,15,Independent,NA,NA,0,NA,Didn't Vote,2012
67,Female,1.056,Barack Obama,1,3,6,2,85,15,Democrat,85,15,1,Democrat,Winner,2012
46,Male,1.828,Barack Obama,1,2,7,4,100,0,Democrat,100,0,1,Democrat,Winner,2012
64,Male,1.251,Didn't Vote,0,2,7,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
58,Male,1.869,Someone Else,1,3,7,2,60,30,Democrat,60,30,1,Other/Third Party,Voted in Other Party Primary,2012
42,Female,0.959,Didn't Vote,0,2,6,3,70,70,Democrat,70,70,0,NA,Didn't Vote,2012
70,Female,2.014,Didn't Vote,0,-2,3,6,-9,-8,NA,NA,NA,0,NA,NA,2012
49,Male,1.859,Didn't Vote,0,6,7,2,70,100,Republican,100,70,0,NA,Didn't Vote,2012
20,Male,1.377,Didn't Vote,0,-2,7,1,50,50,NA,NA,NA,0,NA,NA,2012
40,Female,1.45,Didn't Vote,0,4,4,4,30,30,No Preference,NA,NA,0,NA,Didn't Vote,2012
53,Male,1.325,Didn't Vote,0,6,5,2,30,70,Republican,70,30,0,NA,Didn't Vote,2012
71,Female,0.516,Didn't Vote,0,1,6,3,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
84,Male,1.686,Newt Gingrich,1,6,5,1,30,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
79,Female,0.774,Didn't Vote,0,6,4,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Male,1.702,Didn't Vote,0,6,7,2,40,60,Republican,60,40,0,NA,Didn't Vote,2012
70,Female,2.417,Mitt Romney,1,7,5,1,70,85,Republican,85,70,1,Republican,Winner,2012
29,Male,1.584,Didn't Vote,0,6,6,1,40,85,Republican,85,40,0,NA,Didn't Vote,2012
61,Male,0.721,Didn't Vote,0,5,7,4,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Female,3.532,Rick Santorum,1,5,6,2,40,60,Republican,60,40,1,Republican,Loser,2012
71,Female,0.704,Didn't Vote,0,-2,3,5,75,75,Republican,75,75,0,NA,Didn't Vote,2012
59,Female,0.461,Didn't Vote,0,2,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
74,Male,0.801,Didn't Vote,0,3,5,3,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
26,Female,2.657,Didn't Vote,0,-2,-8,-8,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
40,Female,1.371,Didn't Vote,0,1,7,2,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
65,Male,1.24,Didn't Vote,0,1,6,3,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
22,Female,1.009,Didn't Vote,0,4,6,2,15,70,Republican,70,15,0,NA,Didn't Vote,2012
27,Male,1.56,Didn't Vote,0,3,3,5,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
65,Female,3.652,Mitt Romney,1,4,-8,-8,60,100,Republican,100,60,1,Republican,Winner,2012
62,Female,1.73,Didn't Vote,0,5,4,7,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
64,Male,2.78,Didn't Vote,0,2,7,2,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
37,Male,1.844,Didn't Vote,0,4,2,5,45,50,Independent,NA,NA,0,NA,Didn't Vote,2012
75,Male,1.945,Didn't Vote,0,6,5,1,30,85,Independent,NA,NA,0,NA,Didn't Vote,2012
39,Male,4.925,Didn't Vote,0,-2,5,3,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
26,Female,1.453,Didn't Vote,0,2,6,3,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
51,Female,0.877,Didn't Vote,0,-2,5,3,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
56,Male,0.926,Mitt Romney,1,5,7,1,40,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
58,Female,1.247,Didn't Vote,0,4,6,2,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Female,0.82,Didn't Vote,0,4,4,4,70,85,Democrat,70,85,0,NA,Didn't Vote,2012
54,Female,0.941,Didn't Vote,0,5,6,2,40,50,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Male,2.679,Mitt Romney,1,5,6,1,15,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
63,Male,1.793,Mitt Romney,1,-2,3,2,30,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
35,Male,1.034,Didn't Vote,0,-2,6,2,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
37,Male,0.845,Didn't Vote,0,-2,6,4,50,60,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Male,0.848,Didn't Vote,0,3,4,1,15,60,Independent,NA,NA,0,NA,Didn't Vote,2012
34,Male,1.421,Didn't Vote,0,-2,5,2,30,50,Independent,NA,NA,0,NA,Didn't Vote,2012
35,Female,0.477,Didn't Vote,0,-2,-8,-8,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
21,Male,1.418,Didn't Vote,0,-2,2,6,70,40,No Preference,NA,NA,0,NA,Didn't Vote,2012
68,Female,1.13,Didn't Vote,0,2,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
80,Male,3.119,Ron Paul,1,5,6,1,15,80,Republican,80,15,1,Republican,Loser,2012
55,Male,3.018,Didn't Vote,0,-2,6,3,0,100,Republican,100,0,0,NA,Didn't Vote,2012
73,Male,2.387,Mitt Romney,1,4,6,1,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
71,Female,0.825,Didn't Vote,0,4,1,2,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
56,Female,0.657,Didn't Vote,0,-2,3,5,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
19,Female,1.229,Didn't Vote,0,4,5,4,65,65,Independent,NA,NA,0,NA,Didn't Vote,2012
28,Female,4.975,Didn't Vote,0,4,3,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
71,Male,1.416,Didn't Vote,0,6,5,1,10,60,Republican,60,10,0,NA,Didn't Vote,2012
90,Female,1.246,Didn't Vote,0,-8,-8,-8,-8,-8,No Preference,NA,NA,0,NA,Didn't Vote,2012
57,Female,0.985,Didn't Vote,0,4,6,2,60,60,NA,NA,NA,0,NA,NA,2012
40,Male,0.969,Didn't Vote,0,4,7,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
37,Female,0.538,Didn't Vote,0,-2,-8,-8,40,40,Republican,40,40,0,NA,Didn't Vote,2012
22,Male,1.787,Didn't Vote,0,2,2,6,0,70,Republican,70,0,0,NA,Didn't Vote,2012
63,Female,3.851,Barack Obama,1,4,7,4,85,40,Democrat,85,40,1,Democrat,Winner,2012
28,Male,1.764,Didn't Vote,0,4,6,4,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
69,Male,2.482,Didn't Vote,0,6,2,6,85,70,Democrat,85,70,0,NA,Didn't Vote,2012
39,Male,0.144,Barack Obama,1,2,6,2,100,60,Democrat,100,60,1,Democrat,Winner,2012
23,Female,0.162,Didn't Vote,0,7,-8,-8,40,50,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Female,0.113,Didn't Vote,0,-2,6,3,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
62,Male,1.535,Mitt Romney,1,-2,4,-8,0,85,Republican,85,0,1,Republican,Winner,2012
46,Female,4.161,Didn't Vote,0,4,7,1,60,60,Other,NA,NA,0,NA,Didn't Vote,2012
22,Male,0.795,Didn't Vote,0,4,7,2,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Female,1.892,Didn't Vote,0,-2,-8,-8,-8,-8,NA,NA,NA,0,NA,NA,2012
39,Male,2.197,Didn't Vote,0,4,3,5,50,50,Republican,50,50,0,NA,Didn't Vote,2012
54,Female,3.478,Didn't Vote,0,6,7,2,40,60,Other,NA,NA,0,NA,Didn't Vote,2012
54,Male,3.917,Didn't Vote,0,6,5,2,30,70,Republican,70,30,0,NA,Didn't Vote,2012
21,Female,1.988,Didn't Vote,0,-2,-8,-8,50,50,NA,NA,NA,0,NA,NA,2012
57,Male,2.215,Didn't Vote,0,2,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
34,Male,2.355,Didn't Vote,0,3,7,2,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
76,Female,2.582,Didn't Vote,0,6,7,2,0,85,Republican,85,0,0,NA,Didn't Vote,2012
61,Female,1.646,Didn't Vote,0,4,4,4,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
34,Female,0.499,Didn't Vote,0,4,7,1,70,0,Independent,NA,NA,0,NA,Didn't Vote,2012
22,Female,2.279,Didn't Vote,0,4,4,4,30,60,Democrat,30,60,0,NA,Didn't Vote,2012
NA,Male,0.892,Barack Obama,1,4,6,2,60,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
56,Female,3.21,Didn't Vote,0,7,5,1,0,85,Republican,85,0,0,NA,Didn't Vote,2012
54,Female,1.031,Didn't Vote,0,4,4,5,60,60,Republican,60,60,0,NA,Didn't Vote,2012
25,Male,1.63,Didn't Vote,0,5,7,1,40,60,Republican,60,40,0,NA,Didn't Vote,2012
23,Male,0.681,Didn't Vote,0,7,7,2,15,85,Republican,85,15,0,NA,Didn't Vote,2012
66,Female,0.943,Didn't Vote,0,6,5,1,30,85,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,0.888,Didn't Vote,0,-2,5,3,50,60,Republican,60,50,0,NA,Didn't Vote,2012
26,Female,2.157,Didn't Vote,0,2,7,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
40,Male,2.448,Mitt Romney,1,6,6,1,15,70,Republican,70,15,1,Republican,Winner,2012
21,Female,1.108,Didn't Vote,0,-2,6,4,50,60,Republican,60,50,0,NA,Didn't Vote,2012
55,Female,0.507,Didn't Vote,0,2,6,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
24,Female,0.655,Didn't Vote,0,2,6,3,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
45,Female,1.539,Didn't Vote,0,4,7,2,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Female,0.597,Didn't Vote,0,-2,5,2,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
28,Male,0.837,Didn't Vote,0,4,3,6,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
65,Female,0.496,Mitt Romney,1,6,5,2,50,85,Republican,85,50,1,Republican,Winner,2012
66,Female,1.835,NA,NA,6,6,2,30,85,Republican,85,30,NA,NA,NA,2012
58,Female,2.206,Barack Obama,1,4,4,4,50,60,Republican,60,50,1,Democrat,Voted in Other Party Primary,2012
51,Male,3.126,Didn't Vote,0,3,7,4,70,70,Democrat,70,70,0,NA,Didn't Vote,2012
34,Female,1.908,Barack Obama,1,-8,-8,-8,100,0,Democrat,100,0,1,Democrat,Winner,2012
30,Female,1.81,Didn't Vote,0,-2,3,5,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
26,Female,0.539,Didn't Vote,0,-2,-8,-8,-8,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Female,0.908,Ron Paul,1,4,2,6,40,50,Republican,50,40,1,Republican,Loser,2012
53,Male,0.704,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
46,Female,0.777,Didn't Vote,0,4,6,3,95,70,Democrat,95,70,0,NA,Didn't Vote,2012
23,Female,0.377,Didn't Vote,0,-2,-8,-8,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
NA,Male,1.898,Didn't Vote,0,4,7,3,85,85,Republican,85,85,0,NA,Didn't Vote,2012
24,Male,0.494,Didn't Vote,0,4,7,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Male,0.937,Didn't Vote,0,4,6,2,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Female,0.496,Didn't Vote,0,2,5,4,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
41,Male,1.189,Didn't Vote,0,-2,6,2,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
36,Female,0.471,Didn't Vote,0,2,6,3,75,35,Independent,NA,NA,0,NA,Didn't Vote,2012
58,Female,0.476,Didn't Vote,0,-2,5,4,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
25,Male,3.932,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
43,Female,0.281,Didn't Vote,0,6,3,4,-2,-2,Independent,NA,NA,0,NA,Didn't Vote,2012
19,Female,0.241,Didn't Vote,0,4,6,2,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
39,Male,1.74,Herman Cain,1,4,7,2,40,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
63,Male,0.482,Didn't Vote,0,5,7,2,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
58,Male,0.187,Didn't Vote,0,5,4,5,8,7,Democrat,8,7,0,NA,Didn't Vote,2012
57,Female,0.81,Barack Obama,1,-2,7,2,85,50,Democrat,85,50,1,Democrat,Winner,2012
30,Male,0.304,Didn't Vote,0,-2,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
53,Male,0.559,Didn't Vote,0,7,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
54,Female,0.246,Didn't Vote,0,-2,1,7,50,0,Independent,NA,NA,0,NA,Didn't Vote,2012
52,Female,0.254,Didn't Vote,0,-2,3,4,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
44,Male,0.44,Didn't Vote,0,7,5,4,60,100,Republican,100,60,0,NA,Didn't Vote,2012
21,Male,0.36,Didn't Vote,0,-2,4,4,80,40,Democrat,80,40,0,NA,Didn't Vote,2012
31,Female,0.16,Barack Obama,1,1,6,3,60,0,Democrat,60,0,1,Democrat,Winner,2012
20,Male,0.155,Didn't Vote,0,4,4,4,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
20,Female,0.287,Didn't Vote,0,6,7,1,50,100,Republican,100,50,0,NA,Didn't Vote,2012
38,Male,0.468,Didn't Vote,0,-2,4,5,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
20,Male,0.144,Didn't Vote,0,-2,5,2,100,70,Democrat,100,70,0,NA,Didn't Vote,2012
50,Female,0.228,Barack Obama,1,1,4,2,50,50,Democrat,50,50,1,Democrat,Winner,2012
81,Female,0.159,Didn't Vote,0,6,4,7,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
